,과중,종경,횡경,L,a,b,경도,당도,산도,tmean_mean,tmax_max,tmin_min,prcp_sum,rad_mean,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
BIO3,-0.41554868308179516,-0.5125404911501517,-0.35273031753642564,-0.23826327075411743,0.29701731249331226,-0.2938164692006705,0.15020270381415848,0.13575980104515342,-0.04932440352953102,-0.33815756768586813,-0.017223888949418984,-0.7197355868355589,-0.4020038670425615,0.45212412799185864,-0.4699743051762865,0.9298230194196409,1.0,-0.24305024372438958,-0.01722388894941888,-0.4390792924446106,0.39432609698010246,-0.22840878047546267,-0.00016070417650663611,-0.2444110137236722,0.09442528444244243,-0.4479349033284644,-0.572492276037158,-0.3182761930366251,-0.2768703719860029,-0.45059124085225694,-0.09075997595005109,-0.44530494838946005,-0.05457078423174504
BIO4,0.18669636952021718,0.2335050733165505,0.17227215333078016,0.16817773863222546,-0.13179900491232896,0.03631351519776325,-0.005753185790575145,0.12047931375130275,-0.10874572018776915,0.6409289114502374,0.374459759904041,0.1623656211058454,-0.23212898713520816,0.11484053034078848,0.31008796831575736,0.009321021485020353,-0.24305024372438958,1.0,0.3744597599040412,-0.1785368561393503,0.4867765546878054,0.5259303318724402,-0.5594192137758391,0.6306225306013551,-0.5312616869909085,-0.3006728513560462,-0.1541301854795376,-0.2404984712349044,0.09180814715953278,-0.22504165407799845,-0.36572515103464814,-0.16426692626381703,-0.38072922985685304
BIO5,-0.11013486107001709,0.01960183274611791,-0.09156770895613263,0.12042571492364781,-0.10731691597622482,0.007259519495412076,0.1436372200810883,0.2467001116439917,-0.5346806096192498,0.7720610634472728,1.0,0.08839957191517535,-0.13278271022606764,0.2143507463976398,0.6984807509857116,0.18405552311496776,-0.01722388894941888,0.3744597599040412,1.0,0.37645945189548446,0.5050236397815797,0.5540412020502726,0.287284365684408,0.9067554354092816,0.5212037103341469,-0.0769219613457118,-0.02771496521269074,-0.19644658403650164,0.04511716523777871,-0.1345180676307523,0.03502800553937374,-0.11618783021809005,0.14479064139302983
BIO6,0.01092245603262215,0.18956783262614166,-0.04763132584174194,0.17754894808318902,-0.23387708173878013,0.08886650660286557,-0.008828906657053784,-0.2740991136524338,0.02750045035689997,0.38336863372597557,0.3764594518954844,0.3925534357234012,0.23767285387487475,-0.09846415834131973,0.5916149259178379,-0.5868521560663512,-0.4390792924446106,-0.1785368561393503,0.37645945189548446,1.0,-0.6094885880477703,0.19440906404015254,0.5425324145864158,0.4126448145931398,0.5963455289777173,0.3218842952388191,0.436238047992636,0.275257294965938,0.26839028218862415,0.2636889476625223,0.3267789410405376,0.2934692861979806,0.3722475228092884
BIO7,-0.10442371087420606,-0.15983540510210412,-0.033983616986979444,-0.06235808094087635,0.1260536797253627,-0.07657958497867107,0.13114290248799934,0.46647624472229293,-0.4831733899999307,0.3035280683522719,0.5050236397815796,-0.29007200881405076,-0.33505516927383355,0.2751640943226385,0.04655040240776943,0.7042425430727817,0.39432609698010246,0.4867765546878054,0.5050236397815797,-0.6094885880477703,1.0,0.29300062111234526,-0.26443719543588146,0.39151776843342145,-0.10956160784115096,-0.36570740492741255,-0.4301354804919117,-0.4245508159303844,-0.21143510166403282,-0.3607779294286458,-0.2744663202892491,-0.3728364976014731,-0.22289749332744122
BIO8,-0.015890252075407837,0.08778004106384843,-0.018526085719447236,0.24123882435858557,-0.19274439061294082,0.1392642035033112,0.033417585111970696,-0.01274054461126825,-0.18101770093723368,0.6929319985921873,0.5540412020502726,0.26472526697334303,0.153499059418326,-0.028040545323832676,0.4866162994699309,-0.06472501501945067,-0.22840878047546267,0.5259303318724402,0.5540412020502726,0.19440906404015254,0.29300062111234526,1.0,0.018798289881564248,0.698404104269457,0.08532494338291785,0.10210275943364994,0.18462016502206868,-0.34135643223808804,0.30900054760288276,0.13405380195477823,-0.18581290993994293,0.19707779642977077,-0.012399334799973849
BIO9,-0.18386731685101612,-0.16741113005462116,-0.17627100658417247,0.1940964316134815,-0.2718319892993317,0.19061554653688714,0.1482297244783081,0.07243286546356163,-0.13772189494175702,0.10279592951805203,0.287284365684408,0.3468509780713956,0.5428658654186519,-0.14478772787974684,0.3015603678113947,-0.11434280082533076,-0.00016070417650663611,-0.5594192137758391,0.287284365684408,0.5425324145864158,-0.26443719543588146,0.018798289881564248,1.0,0.10939811001611177,0.8118898021887496,0.5810189126689834,0.5823870781206648,0.22780800055074923,0.44912167854107893,0.5743448557542813,0.49033670600409807,0.5477939669161079,0.7730947802122579
BIO10,0.007928854229731053,0.1596440001096221,0.005683419462648887,0.22744177360660234,-0.18650086611113229,0.06268844900287639,0.11485286110968293,0.160566796566488,-0.3793666716687834,0.9089093776698738,0.9067554354092816,0.2564737015785355,-0.01902645565608306,0.16189556976490743,0.766060433818386,-0.03503760833616874,-0.2444110137236722,0.6306225306013551,0.9067554354092816,0.4126448145931398,0.39151776843342145,0.698404104269457,0.10939811001611177,1.0,0.2912608919252338,-0.005533712395801394,0.1065813434462519,-0.13786992415133398,0.17351981387186052,-0.03389588660401422,-0.00015056628343239524,0.023429878218523728,0.07499208037957567
BIO11,-0.2712366630756048,-0.15479465790823563,-0.2311190914592861,-0.000715990097625487,0.02693396374324276,-0.01557412392944299,0.18618167724806212,0.06887330604761827,-0.32308273049982794,0.12754359132868212,0.5212037103341469,-0.08327379865675202,0.21974686641890395,0.14688923922666186,0.33524834839791745,0.021191459370152266,0.09442528444244243,-0.5312616869909085,0.5212037103341469,0.5963455289777173,-0.10956160784115096,0.08532494338291785,0.8118898021887496,0.2912608919252338,1.0,0.37298240597379295,0.26171240713904403,0.1851976926989582,-0.024119953761828034,0.18764057569932577,0.5615004413738038,0.17679238572616074,0.6051351423275696
BIO12,0.06187467314299898,0.07329710142150503,0.07001489081320375,0.2555897028224893,-0.3017625154072813,0.3277300426759862,0.03958756819013423,-0.11178888827406815,0.10092201101827902,-0.0035110197501256025,-0.07692196134571178,0.3457997832609952,0.938225109392833,-0.3033762945493822,0.07939975631307249,-0.4957431801870076,-0.4479349033284644,-0.3006728513560462,-0.0769219613457118,0.3218842952388191,-0.36570740492741255,0.10210275943364994,0.5810189126689834,-0.005533712395801394,0.37298240597379295,1.0,0.915187897628735,0.5129883982847386,0.50492330590627,0.9356683942237718,0.5466812448393078,0.9257977686969687,0.7068116807942031
BIO13,0.15233012770012366,0.162357127735031,0.12625459043060897,0.3609918918382196,-0.41259011432873083,0.386476412070015,0.020292547753225115,-0.09894656340918234,0.10321879512823554,0.15182859311436456,-0.027714965212690856,0.5484057194313904,0.929244438642004,-0.40063222189308256,0.23015047386567458,-0.6142577260884046,-0.572492276037158,-0.1541301854795376,-0.02771496521269074,0.436238047992636,-0.4301354804919117,0.18462016502206868,0.5823870781206648,0.1065813434462519,0.26171240713904403,0.915187897628735,1.0,0.4607721809105435,0.7275471317408825,0.9386462461575219,0.4268137461145553,0.9472978755988771,0.6727718066677237
BIO14,0.06900385922871273,0.060860374087731914,0.08093071609297252,0.1252480504431874,-0.15326955671181747,0.1706919004817077,-0.0049020500443545355,-0.20683310586087172,0.1247966902726672,-0.1662506711049204,-0.19644658403650153,0.12767651446537068,0.365206962555187,0.0431406958226207,0.060916122221836164,-0.41197720621437744,-0.3182761930366251,-0.2404984712349044,-0.19644658403650164,0.275257294965938,-0.4245508159303844,-0.34135643223808804,0.22780800055074923,-0.13786992415133398,0.1851976926989582,0.5129883982847386,0.4607721809105435,1.0,-0.02724656821991238,0.36643267237991417,0.6685254758519359,0.36294399000056804,0.4674394287415703
BIO15,0.06447154006438237,0.02611181766073226,0.01594289045153093,0.3565469263627322,-0.44903961870663595,0.2981884586539568,-0.0870613884071604,-0.005819681245624721,0.11085423811747874,0.27216911246003883,0.04511716523777857,0.5000707139767973,0.6907712693586383,-0.4579108472965442,0.13097540365384677,-0.29655826562386844,-0.2768703719860029,0.09180814715953278,0.04511716523777871,0.26839028218862415,-0.21143510166403282,0.30900054760288276,0.44912167854107893,0.17351981387186052,-0.024119953761828034,0.50492330590627,0.7275471317408825,-0.02724656821991238,1.0,0.7198054788227474,-0.09041400924001122,0.7450475912450167,0.3483056006300326
BIO16,0.1339912798866843,0.09000180591001684,0.11557467667609542,0.3026932060227487,-0.4003087297186727,0.36824590376746263,-0.02413951796313752,-0.08422023454246476,0.16571972342494493,0.0677425657899469,-0.13451806763075225,0.5238392898472668,0.9812173452450326,-0.47622844517725116,0.10316429068640093,-0.4924980871364454,-0.45059124085225694,-0.22504165407799845,-0.1345180676307523,0.2636889476625223,-0.3607779294286458,0.13405380195477823,0.5743448557542813,-0.03389588660401422,0.18764057569932577,0.9356683942237718,0.9386462461575219,0.36643267237991417,0.7198054788227474,1.0,0.29558775171387297,0.9873738318213511,0.5810631665127287
BIO17,-0.13985198681940758,-0.06306594632800296,-0.10345117488893216,0.1271599007185956,-0.04073273826313915,0.13761470589686495,0.20746889270040625,-0.028549096865905933,-0.05161633724890672,-0.2127027528477146,0.03502800553937365,-0.20336060798105854,0.32169262444507957,0.3681274250500224,-0.022057493070874498,-0.1817875565718531,-0.09075997595005109,-0.36572515103464814,0.03502800553937374,0.3267789410405376,-0.2744663202892491,-0.18581290993994293,0.49033670600409807,-0.00015056628343239524,0.5615004413738038,0.5466812448393078,0.4268137461145553,0.6685254758519359,-0.09041400924001122,0.29558775171387297,1.0,0.3136528064381283,0.7838002978361877
BIO18,0.12094617476925215,0.09538405745004032,0.10044846015785978,0.3330584751677423,-0.4069461659404922,0.36532513277870543,-0.007180073003148939,-0.10497130953317838,0.18482524969169414,0.11104689027127451,-0.11618783021809005,0.509849217454662,0.9844006971899133,-0.42968668342770133,0.12075039912853561,-0.4933580913796586,-0.44530494838946005,-0.16426692626381703,-0.11618783021809005,0.2934692861979806,-0.3728364976014731,0.19707779642977077,0.5477939669161079,0.023429878218523728,0.17679238572616074,0.9257977686969687,0.9472978755988771,0.36294399000056804,0.7450475912450167,0.9873738318213511,0.3136528064381283,1.0,0.582100650862826
BIO19,-0.13576124537905182,-0.09933839604564582,-0.11217151015431172,0.23065043512719802,-0.2168598365220847,0.2303131905287157,0.27202229936335065,-0.026529176526751307,-0.0554106352894779,-0.07967655325608175,0.14479064139302986,-0.022914694030671617,0.5818953235141866,0.051716883010693424,0.033803741968223326,-0.13295809996220018,-0.05457078423174504,-0.38072922985685304,0.14479064139302983,0.3722475228092884,-0.22289749332744122,-0.012399334799973849,0.7730947802122579,0.07499208037957567,0.6051351423275696,0.7068116807942031,0.6727718066677237,0.4674394287415703,0.3483056006300326,0.5810631665127287,0.7838002978361877,0.582100650862826,1.0
