,과중,종경,횡경,L,a,b,경도,당도,산도,tmean_mean,tmax_max,tmin_min,prcp_sum,rad_mean,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
tmax_max,0.10965179731908739,0.149101041907465,0.06684977339587458,0.4302450591072131,0.05168949202580608,0.43120895221253214,-0.008305947251244875,0.110115565480618,-0.35828259786317,0.8715510423584588,1.0,0.5231082308755434,-0.08753826119831785,0.08392578107138624,0.6961078342816993,0.16521939548302894,-0.03395003767087501,0.36731484968909,1.0000000000000002,0.3683547106802499,0.5046830503564627,0.5542303239285767,0.2775193179524438,0.9018355576593473,0.5063556122142625,-0.07260494150090775,-0.028628121027142205,-0.19417146726819298,0.04354904392095062,-0.12991924342000585,0.028624527021726593,-0.11414386687657155,0.1354354402474439
tmin_min,0.15969518940368074,0.267912161753494,0.06609571248430297,0.46567939512308465,-0.14049320708332078,0.4161452702009772,-0.0746469112520084,-0.08052563174167485,-0.33815127066134104,0.6495626264332371,0.5231082308755434,1.0,-0.03484508912342927,-0.1950442406465211,0.566774327338706,-0.43473336954264874,-0.5325322875416013,0.22240980026564605,0.5231082308755436,0.46248767563894,0.013469476621287104,0.2397410224870105,-0.0917264465654129,0.5261256555054992,0.33154277924423975,0.0007179120397839373,-0.039189808594480416,0.16297036015552346,-0.33799901985130343,-0.1817979240706128,0.14106203046934782,-0.18800782548726455,-0.132914759034052
prcp_sum,0.07670847985328183,0.11076583059178054,0.04458488488637969,-0.1387885661424791,0.11124087798597168,-0.16931954227836366,0.11164727944939525,0.014757960197720174,0.1498225402433845,0.019281441220972275,-0.08753826119831785,-0.03484508912342927,1.0,-0.34804419365146216,0.10567372976626588,-0.49664599982723173,-0.4556879534209962,-0.22123017112117233,-0.08753826119831787,0.27147427166943167,-0.32621255887716616,0.12698771169866752,0.5740444741636131,0.0010917410580202453,0.27754581370091885,0.9864535247944669,0.9203387148073056,0.48880581825832997,0.5688469794002325,0.9684710876191545,0.4533434635306926,0.9537298980926306,0.6468110045313747
rad_mean,-0.1961018376482327,-0.20561264716776317,-0.16030473419749167,0.19563333656887313,-0.1853272588048077,0.28966721740558926,0.35347424154273044,0.18799125692334143,-0.04956817545756609,-0.018682779436392065,0.08392578107138624,-0.1950442406465211,-0.34804419365146216,1.0,-0.20771080219455157,0.567033203684139,0.5882275827458252,-0.010262978750409248,0.08392578107138635,-0.17791603904438275,0.2362756735423919,-0.0832638198092001,-0.05896282631309544,0.03144971846439597,0.09785150173003754,-0.2733333474047807,-0.3547306196183581,-0.03219607061289551,-0.330370362244862,-0.36865710438861604,0.27745133194635396,-0.3215262266289542,0.0735198162832696
BIO1,0.10987994751041333,0.22585815415829602,0.04695300098176781,0.3301799247219182,-0.04259823426746227,0.2562262015284305,-0.05808022640148501,-0.12617331461989703,-0.3122830210879071,0.8266248425376884,0.6961078342816993,0.566774327338706,0.10567372976626588,-0.20771080219455157,1.0,-0.32085884644341495,-0.42165988018884637,0.29682036632267234,0.6961078342816994,0.5905132585534548,0.04107020127770326,0.48656799776386483,0.3004953915676178,0.7627091339424985,0.33408839309939664,0.07665055311382453,0.23155922444896077,0.05536786456074853,0.13569563869551945,0.10192124031967302,-0.02078600751893865,0.12115338794889617,0.03694298176157643
BIO2,-0.12143036151508846,-0.2498097292344545,-0.04464723088166499,-0.04419139926407308,0.07597736476282338,0.018910614820323822,-0.026166552671171076,0.20320017421977113,-0.0022585647954597066,-0.09897967405894215,0.16521939548302894,-0.43473336954264874,-0.49664599982723173,0.567033203684139,-0.32085884644341495,1.0,0.9286323720010201,-0.02065217672593921,0.16521939548302897,-0.5334200290357283,0.6352305583694027,-0.06786902574857,-0.07027306920264212,-0.03539393917888087,0.051945202196457686,-0.4917857588564158,-0.5753980894992565,-0.40518340936028724,-0.2643585768286811,-0.48376112457786574,-0.15655471632233395,-0.4719804335689538,-0.10168700113896946
BIO3,-0.15407728756715,-0.2669800745070859,-0.07793050847909125,-0.0843621306418031,-0.014772957058976794,0.0008493142878572817,-0.018535653904372843,0.15268067623464718,0.06166604979408679,-0.27662231195741493,-0.03395003767087501,-0.5325322875416013,-0.4556879534209962,0.5882275827458252,-0.42165988018884637,0.9286323720010201,1.0,-0.2702854710292259,-0.03395003767087504,-0.35877035612542557,0.30440698694038115,-0.2204470480125728,0.05045364964480382,-0.23189175613959975,0.13794055851576914,-0.4421420768869787,-0.5119849154660642,-0.31538529201177745,-0.2285959369270001,-0.4366509679812999,-0.06280541264559748,-0.413901196871923,-0.02317468884833388
BIO4,0.05827988769692401,0.09504437579377584,0.04612765691325887,0.2012728266177746,0.12668383583304732,0.1428416881980124,0.0953676465094844,0.06614291891903992,-0.18938479699822935,0.5733636838090629,0.36731484968909,0.22240980026564605,-0.22123017112117233,-0.010262978750409248,0.29682036632267234,-0.02065217672593921,-0.2702854710292259,1.0,0.3673148496890901,-0.1993188480481142,0.496106251252937,0.5194595012161654,-0.5294417730489701,0.6295183248658734,-0.5490681840537012,-0.2500508570491127,-0.12618492398567713,-0.19233589528464032,0.09651952859643724,-0.18192391491132728,-0.33109163962315047,-0.12689038263212865,-0.32432686277903106
BIO5,0.10965179731908742,0.1491010419074651,0.0668497733958746,0.4302450591072132,0.05168949202580606,0.43120895221253225,-0.008305947251244826,0.11011556548061802,-0.35828259786317007,0.871551042358459,1.0000000000000002,0.5231082308755436,-0.08753826119831787,0.08392578107138635,0.6961078342816994,0.16521939548302897,-0.03395003767087504,0.3673148496890901,1.0,0.36835471068024994,0.5046830503564628,0.5542303239285769,0.27751931795244317,0.9018355576593471,0.5063556122142624,-0.07260494150090777,-0.028628121027142146,-0.19417146726819307,0.04354904392095074,-0.12991924342000585,0.028624527021726597,-0.11414386687657155,0.13543544024744392
BIO6,0.09145157882396587,0.22962459072151883,0.012078075714353834,0.32329042209174563,-0.19243580282589107,0.3382146612132546,0.029410316806968807,-0.1185236209425024,-0.18717345143344524,0.44774017375651814,0.3683547106802499,0.46248767563894,0.27147427166943167,-0.17791603904438275,0.5905132585534548,-0.5334200290357283,-0.35877035612542557,-0.1993188480481142,0.36835471068024994,1.0,-0.6166993406102353,0.1896899428360874,0.5387160107806978,0.40071039730990365,0.604795937375198,0.2985436676625293,0.42693309861007317,0.24985650010737903,0.26989304572171113,0.2457695402864466,0.3178123801380189,0.27978454229401833,0.3556392171357132
BIO7,0.008862792306027326,-0.0854891209605685,0.045871528098174685,0.06770682186223542,0.22242514627552226,0.05470139480520587,-0.03434032826673023,0.20381325168489864,-0.13240059219703598,0.3222033422487021,0.5046830503564627,0.013469476621287104,-0.32621255887716616,0.2362756735423919,0.04107020127770326,0.6352305583694027,0.30440698694038115,0.496106251252937,0.5046830503564628,-0.6166993406102353,1.0,0.29314135404332314,-0.2700987820693892,0.3915181513853123,-0.13286286767155472,-0.3387045769597812,-0.4206900600418054,-0.3964285815951159,-0.21374778851153484,-0.3382287128030436,-0.270882764180935,-0.35645741198940806,-0.2155679894908315
BIO8,0.18396094797878046,0.2534110857890304,0.11220659727229539,0.20897649525150944,0.1264426913607365,0.12687826287504295,0.008068463822458615,0.04337761166406824,-0.08352957984158448,0.6591155226441943,0.5542303239285767,0.2397410224870105,0.12698771169866752,-0.0832638198092001,0.48656799776386483,-0.06786902574857,-0.2204470480125728,0.5194595012161654,0.5542303239285769,0.1896899428360874,0.29314135404332314,1.0,0.0222288765789003,0.6990593940409764,0.07716035055041333,0.10827246523104302,0.1888492171474636,-0.3322964942108351,0.3105423612125638,0.14020145364933556,-0.18090590302183016,0.2020608015045679,-0.0046238557805793196
BIO9,0.02350013989260725,0.02196798618020624,0.030648693474805075,0.05201920931889887,-0.00905451496874143,0.10527262914744223,0.02512589059258076,0.0800490910967764,0.04622100435733341,0.11349897151051237,0.2775193179524438,-0.0917264465654129,0.5740444741636131,-0.05896282631309544,0.3004953915676178,-0.07027306920264212,0.05045364964480382,-0.5294417730489701,0.27751931795244317,0.5387160107806978,-0.2700987820693892,0.0222288765789003,1.0,0.11585714366637592,0.7940709705217294,0.5703047333391449,0.5872043778450822,0.2263263560244732,0.4566503032128621,0.5667002480410546,0.49966360308240787,0.5481018342575411,0.773630942039851
BIO10,0.139710096249676,0.22104250584654475,0.08144749426785007,0.4210377969621605,0.0657921717598973,0.39837378180010746,0.09241743098271525,0.11317658870700167,-0.3292782993217564,0.9658727050744581,0.9018355576593473,0.5261256555054992,0.0010917410580202453,0.03144971846439597,0.7627091339424985,-0.03539393917888087,-0.23189175613959975,0.6295183248658734,0.9018355576593471,0.40071039730990365,0.3915181513853123,0.6990593940409764,0.11585714366637592,1.0,0.2721967006584322,0.007856834486167545,0.11795411016919365,-0.12488002595255925,0.18101920738292962,-0.019864981966203375,0.008675866330649732,0.03733554341886696,0.09113440722942794
BIO11,0.08607206185761929,0.11944599305436558,0.036494261195833065,0.2674527437856291,-0.10260543402895786,0.32797822761822887,0.0017316735467742795,0.0985527278503663,-0.1304591827882117,0.3215752321189036,0.5063556122142625,0.33154277924423975,0.27754581370091885,0.09785150173003754,0.33408839309939664,0.051945202196457686,0.13794055851576914,-0.5490681840537012,0.5063556122142624,0.604795937375198,-0.13286286767155472,0.07716035055041333,0.7940709705217294,0.2721967006584322,1.0,0.3367306601184974,0.24621993182615642,0.1527247846442897,-0.022135062485606587,0.16097725002828275,0.53750880885384,0.15510207263134992,0.5647104811358932
BIO12,0.08584971314248048,0.1279701467455364,0.04032035929660662,-0.09657039199930455,0.08257818213946759,-0.10357559148178375,0.16467915085678297,0.04160642288375538,0.12021895920544665,0.02320683057425267,-0.07260494150090775,0.0007179120397839373,0.9864535247944669,-0.2733333474047807,0.07665055311382453,-0.4917857588564158,-0.4421420768869787,-0.2500508570491127,-0.07260494150090777,0.2985436676625293,-0.3387045769597812,0.10827246523104302,0.5703047333391449,0.007856834486167545,0.3367306601184974,1.0,0.9090067723461706,0.5219163512953395,0.499729933849991,0.9365194515077285,0.545890776818894,0.9244841330393918,0.7014055093167371
BIO13,0.04503972131100828,0.1205164982926033,0.004768291751321087,-0.07737878813607305,0.09032306563755338,-0.07857304118140077,0.19620036895227883,0.043329504771094436,0.1163604670693712,0.10145381153765805,-0.028628121027142205,-0.039189808594480416,0.9203387148073056,-0.3547306196183581,0.23155922444896077,-0.5753980894992565,-0.5119849154660642,-0.12618492398567713,-0.028628121027142146,0.42693309861007317,-0.4206900600418054,0.1888492171474636,0.5872043778450822,0.11795411016919365,0.24621993182615642,0.9090067723461706,1.0,0.4616979124902041,0.7302955295325754,0.9348386213696824,0.43529277872424227,0.9469174978102607,0.678819947492357
BIO14,-0.1450089012192112,-0.0698470546399321,-0.1675036273546131,0.03219522989687148,-0.08829649517461102,0.11739411446518884,0.24384480303087425,-0.0017175055961224676,-0.038200679439372644,-0.047970971108726605,-0.19417146726819298,0.16297036015552346,0.48880581825832997,-0.03219607061289551,0.05536786456074853,-0.40518340936028724,-0.31538529201177745,-0.19233589528464032,-0.19417146726819307,0.24985650010737903,-0.3964285815951159,-0.3322964942108351,0.2263263560244732,-0.12488002595255925,0.1527247846442897,0.5219163512953395,0.4616979124902041,1.0,-0.02494471831357497,0.37638228826828535,0.668272439855525,0.37151439941007897,0.4732038239775567
BIO15,-0.0005458440438838398,0.002095606823444797,0.02886805685018761,-0.21054428806411762,0.23611905232244462,-0.23683766632480266,0.08034721570287594,0.05526040656108551,0.21033989753021062,0.06228207206798409,0.04354904392095062,-0.33799901985130343,0.5688469794002325,-0.330370362244862,0.13569563869551945,-0.2643585768286811,-0.2285959369270001,0.09651952859643724,0.04354904392095074,0.26989304572171113,-0.21374778851153484,0.3105423612125638,0.4566503032128621,0.18101920738292962,-0.022135062485606587,0.499729933849991,0.7302955295325754,-0.02494471831357497,1.0,0.714424630753746,-0.07668258646384679,0.7438423860750218,0.35889133232338605
BIO16,0.058144594429260045,0.08030483198531166,0.04198067342126685,-0.2221440244293362,0.1519210243572917,-0.26256085833148246,0.10698076675430943,-0.006921901213386224,0.19583743624862224,-0.03747928104824207,-0.12991924342000585,-0.1817979240706128,0.9684710876191545,-0.36865710438861604,0.10192124031967302,-0.48376112457786574,-0.4366509679812999,-0.18192391491132728,-0.12991924342000585,0.2457695402864466,-0.3382287128030436,0.14020145364933556,0.5667002480410546,-0.019864981966203375,0.16097725002828275,0.9365194515077285,0.9348386213696824,0.37638228826828535,0.714424630753746,1.0,0.30094590853804354,0.986325997937741,0.582071306710564
BIO17,-0.09174681392696354,-0.012755031571059255,-0.13192967385907542,0.25524564918553266,-0.1818302569021121,0.3724942724211821,0.3651357898421288,0.1687545844579258,-0.10036536708072741,0.04365480019309708,0.028624527021726593,0.14106203046934782,0.4533434635306926,0.27745133194635396,-0.02078600751893865,-0.15655471632233395,-0.06280541264559748,-0.33109163962315047,0.028624527021726597,0.3178123801380189,-0.270882764180935,-0.18090590302183016,0.49966360308240787,0.008675866330649732,0.53750880885384,0.545890776818894,0.43529277872424227,0.668272439855525,-0.07668258646384679,0.30094590853804354,1.0,0.32320855322881464,0.7872530203692849
BIO18,0.04984278462211483,0.08894537103243702,0.028472502834276773,-0.18733296736355357,0.13375662193903334,-0.22010726345848744,0.15948932377796962,0.017496996311299626,0.1976422289201362,0.0127554364947115,-0.11414386687657155,-0.18800782548726455,0.9537298980926306,-0.3215262266289542,0.12115338794889617,-0.4719804335689538,-0.413901196871923,-0.12689038263212865,-0.11414386687657155,0.27978454229401833,-0.35645741198940806,0.2020608015045679,0.5481018342575411,0.03733554341886696,0.15510207263134992,0.9244841330393918,0.9469174978102607,0.37151439941007897,0.7438423860750218,0.986325997937741,0.32320855322881464,1.0,0.5896325054195215
BIO19,-0.052765149281728124,0.001976871258359999,-0.07914536440301105,0.11531285554125738,-0.04360244295865967,0.24876103702001234,0.28354257469433,0.17449031639004312,-0.002527411288143267,0.05917987463898807,0.1354354402474439,-0.132914759034052,0.6468110045313747,0.0735198162832696,0.03694298176157643,-0.10168700113896946,-0.02317468884833388,-0.32432686277903106,0.13543544024744392,0.3556392171357132,-0.2155679894908315,-0.0046238557805793196,0.773630942039851,0.09113440722942794,0.5647104811358932,0.7014055093167371,0.678819947492357,0.4732038239775567,0.35889133232338605,0.582071306710564,0.7872530203692849,0.5896325054195215,1.0
