,과중,종경,횡경,L,a,b,경도,당도,산도,tmean_mean,tmax_max,tmin_min,prcp_sum,rad_mean,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
tmin_min,0.24084088143325702,0.41933918253957175,0.1888269135480251,0.5456109292483633,-0.28389881036197373,0.5422848571920323,-0.06795266181892802,-0.0659161925410637,-0.3997734296457774,0.7405035873499171,0.23008910184356074,1.0,0.019029339683159327,-0.02817826681325756,0.5124168601240702,-0.45204995807927884,-0.5088406718975566,0.16665697799362594,0.23008910184356068,0.34611247412986773,-0.12606946949150227,0.2107059338207179,0.09357027733652591,0.31519177707940677,0.07931581755060364,0.1634227648404698,0.24355929006470922,0.1246100558930832,0.11051914287133718,0.1778054537329107,-0.03104169318117222,0.17114181227008723,-0.04373689230272347
prcp_sum,0.10304306639180827,0.006056515710760216,0.0775330323196239,-0.09350006654418949,-0.14890516084994732,-0.09686509642721278,0.03816291719062762,-0.009156381868309266,0.2944665653653164,-0.1718794848281458,-0.10415322868272593,0.019029339683159327,1.0,-0.47830973912093505,0.0914742719360518,-0.4525413401055071,-0.41315548576833433,-0.2218903344251439,-0.10415322868272607,0.24311568803152045,-0.31477787313243427,0.13183278166515688,0.5268044652005134,-0.011945835974080637,0.23977427483904235,0.9126836787587782,0.8750304784852229,0.4034053242937027,0.5948098640141294,0.9240312775810393,0.36452857784253756,0.9172895761375678,0.5767177689524307
rad_mean,-0.2789053520737157,-0.11527853143278899,-0.23778186897104114,0.37822115810601453,-0.012981993500882848,0.3519021011723799,0.22877135470030155,0.04854490748088101,-0.3090614334909813,0.30079494218054037,0.13054254856759356,-0.02817826681325756,-0.47830973912093505,1.0,-0.15313051178167142,0.44733859507068474,0.45591496099846973,0.056791452846267375,0.13054254856759367,-0.11942144144985908,0.22219184652677568,-0.0447429051744783,-0.07715783109093442,0.0915510674433864,0.10228073255436985,-0.24433349843168847,-0.319463270453088,0.012085357943017098,-0.3368068239660483,-0.36136990595506446,0.289118704215688,-0.3190090720154588,0.06766902232333703
BIO1,0.1761879449240907,0.272508319176112,0.12860018776364252,0.20315795319977656,-0.16339361090695323,0.1544105458326889,0.00989338476939184,-0.034559332947867616,-0.24514337884830129,0.6386327669275742,0.6972824193092617,0.5124168601240702,0.0914742719360518,-0.15313051178167142,1.0,-0.33121302917322787,-0.44449259720586676,0.3032953607398089,0.6972824193092619,0.5910466739934076,0.04378985784978902,0.48659846435492776,0.3009835373910604,0.7643564661472226,0.33461317633881293,0.07804402461040134,0.23087320301421166,0.058150528620103295,0.1333731871385688,0.10256664053187375,-0.021365767613910052,0.12098311235872027,0.03546003877298347
BIO2,-0.24409138592501822,-0.3461341964955767,-0.16773384968764854,-0.10043081729690491,0.19324098058587943,-0.09035312723080599,0.07682483225569525,0.2431983848117851,-0.10309900687350365,-0.08153236786536525,0.17440823709259778,-0.45204995807927884,-0.4525413401055071,0.44733859507068474,-0.33121302917322787,1.0,0.9290035035271735,-0.005919841605897045,0.17440823709259792,-0.5594875917234212,0.6688375912194636,-0.06625163957691015,-0.09139909870560903,-0.035072098140847816,0.03685125800917383,-0.4934748874493704,-0.5940305359985231,-0.4082631560348521,-0.2798899740691035,-0.48777403657494495,-0.16863806070924925,-0.4821089460872793,-0.11646527123354088
BIO3,-0.28767221502611806,-0.3784415284102767,-0.218610693500685,-0.12275756436128989,0.16587101604126028,-0.10689931844794702,0.07001887832177414,0.14379307510031927,-0.006189682168855855,-0.22240261349557192,-0.02591848303892817,-0.5088406718975566,-0.41315548576833433,0.45591496099846973,-0.44449259720586676,0.9290035035271735,1.0,-0.2570057487062268,-0.025918483038928086,-0.3969758272303635,0.34716715802214293,-0.2240338254868883,0.026749952178021823,-0.23756298428144426,0.11701504710296202,-0.44445661047092033,-0.5403075487604847,-0.3163976643286644,-0.2513578889930735,-0.4428435333365787,-0.07589999794431998,-0.4283949160576534,-0.03768236241563315
BIO4,0.1250174763702728,0.16762060822284444,0.11218408357885991,0.15309773634793136,-0.03213201600026102,0.07875240940497322,0.041117228938379095,0.08982496426710312,-0.1264060368625172,0.4713178312003335,0.3706650207697652,0.16665697799362594,-0.2218903344251439,0.056791452846267375,0.3032953607398089,-0.005919841605897045,-0.2570057487062268,1.0,0.3706650207697654,-0.1891390943168806,0.4914281177445567,0.5225649094773317,-0.543520933278263,0.6300629176233703,-0.5404165942361877,-0.2744657111982533,-0.13945914710385435,-0.21551503051523174,0.09444669296446422,-0.20269875522591785,-0.34754290053283776,-0.1447921012942775,-0.35092006916481294
BIO5,-0.006655899138266509,0.07356502243320454,-0.017113492383227378,0.20835384714617086,-0.04534134016084817,0.17895018027299375,0.07343499850849408,0.1713238936481593,-0.36415062299343515,0.6193986863803357,1.0,0.23008910184356068,-0.10415322868272607,0.13054254856759367,0.6972824193092619,0.17440823709259792,-0.025918483038928086,0.3706650207697654,1.0,0.3723816037444235,0.5048435371447939,0.5541191841513222,0.28230116586131626,0.9042026324311199,0.5136878112361304,-0.07476305678604861,-0.02819915554623381,-0.19530230027063225,0.044302007869269265,-0.13221560620455805,0.03177101256560659,-0.11517186310055703,0.1399361021413432
BIO6,0.04823243782114699,0.20120263885889494,-0.01975483428222148,0.20017949098335447,-0.21219246613647508,0.1794382352562942,0.008906219414937841,-0.18861842083343094,-0.06808559467557954,0.3125829058107878,0.37238160374442336,0.34611247412986773,0.24311568803152045,-0.11942144144985908,0.5910466739934076,-0.5594875917234212,-0.3969758272303635,-0.1891390943168806,0.3723816037444235,1.0,-0.6131340430205049,0.1920198884912511,0.5404795936107862,0.4065789578904336,0.6006168515205077,0.3100462799266994,0.43144754263495094,0.26235720351977354,0.2690987389079611,0.2545996531387364,0.32217160274654466,0.28649214767553255,0.3635911023544725
BIO7,-0.050500614843397455,-0.12406303228801645,0.0037280273334592577,-0.007915887597909182,0.1583947700380909,-0.0137751198716517,0.05448616693330357,0.3216641905023578,-0.2479618688989693,0.23649576992738391,0.5048435371447938,-0.12606946949150227,-0.31477787313243427,0.22219184652677568,0.04378985784978902,0.6688375912194636,0.34716715802214293,0.4914281177445567,0.5048435371447939,-0.6131340430205049,1.0,0.2930662108556344,-0.26724263980581753,0.3914939777622303,-0.1213866294219866,-0.3520134669718361,-0.4252942314897951,-0.41026032686013236,-0.2125801305120872,-0.3493457761857197,-0.27260977478302634,-0.364501533346948,-0.2190644006588219
BIO8,0.07764641462552713,0.15614834007915843,0.04267392911181833,0.1867674667225957,-0.06930439608239086,0.11320994120967895,0.021826267168044856,0.01756752781432646,-0.11117979156944999,0.513734318015175,0.5541191841513221,0.2107059338207179,0.13183278166515688,-0.0447429051744783,0.48659846435492776,-0.06625163957691015,-0.2240338254868883,0.5225649094773317,0.5541191841513222,0.1920198884912511,0.2930662108556344,1.0,0.02061995490531089,0.6987360304059638,0.08115004203336477,0.10526034807779223,0.18680369217576598,-0.33668684472362137,0.30981104008051413,0.13719706307669371,-0.18322902132226684,0.1996376673765329,-0.008311064018146318
BIO9,-0.08307218520295657,-0.07229564219190143,-0.07790154452883397,0.12571869881570497,-0.16765946134322246,0.14208145920458454,0.09304203580892532,0.07354125315384306,-0.057066724485796985,0.09348231675574724,0.2823011658613163,0.09357027733652591,0.5268044652005134,-0.07715783109093442,0.3009835373910604,-0.09139909870560903,0.026749952178021823,-0.543520933278263,0.28230116586131626,0.5404795936107862,-0.26724263980581753,0.02061995490531089,1.0,0.11283448229336196,0.8025752033595582,0.5756773577244593,0.5849344484654779,0.22721289940098466,0.4530355663500707,0.5705584084768515,0.4952248468770946,0.5480674680041421,0.7733895380702588
BIO10,0.0693427207123214,0.18164409820929397,0.041014407487768335,0.25838239858274686,-0.08806930338948311,0.1938047846069032,0.10434432903973348,0.1336236825212381,-0.2935743296321256,0.7152908901891968,0.9042026324311199,0.31519177707940677,-0.011945835974080637,0.0915510674433864,0.7643564661472226,-0.035072098140847816,-0.23756298428144426,0.6300629176233703,0.9042026324311199,0.4065789578904336,0.3914939777622303,0.6987360304059638,0.11283448229336196,1.0,0.2814839674229068,0.001353494026022085,0.11247945789679219,-0.13114489819406588,0.17741959616605088,-0.026681340794916557,0.00448899287349886,0.03061396960570152,0.08346662318185163
BIO11,-0.1023837234117665,-0.03228590678785147,-0.10489288535606532,0.0960942575338841,-0.02185743248463769,0.12806116925114944,0.10072728872102787,0.08469517473080823,-0.18545297390422374,0.16440754165796242,0.5136878112361304,0.07931581755060364,0.23977427483904235,0.10228073255436985,0.33461317633881293,0.03685125800917383,0.11701504710296202,-0.5404165942361877,0.5136878112361304,0.6006168515205077,-0.1213866294219866,0.08115004203336477,0.8025752033595582,0.2814839674229068,1.0,0.3544583521244895,0.25367134095013555,0.16857681424210486,-0.023226691811421882,0.1740042712600389,0.5490926014782337,0.16563462028058548,0.5839990878566034
BIO12,0.07203250636904376,0.09793725828314018,0.05549149336855983,0.0896981649092419,-0.15120331212855423,0.10399779854530833,0.09738398774703123,-0.028551455374680602,0.08038398846059784,0.015146365637373189,-0.07476305678604857,0.1634227648404698,0.9126836787587782,-0.24433349843168847,0.07804402461040134,-0.4934748874493704,-0.44445661047092033,-0.2744657111982533,-0.07476305678604861,0.3100462799266994,-0.3520134669718361,0.10526034807779223,0.5756773577244593,0.001353494026022085,0.3544583521244895,1.0,0.9120710438570019,0.5175791095138613,0.5023768015332858,0.9361068244362772,0.5463627772140427,0.9251395174033943,0.7040466314725586
BIO13,0.10024876578003067,0.14434003008818788,0.0684776008215649,0.14848165893480575,-0.21585280342669458,0.14323437606991743,0.1015022996128856,-0.022344202352739536,0.07570261608724806,0.10643715414497593,-0.028199155546233874,0.24355929006470922,0.8750304784852229,-0.319463270453088,0.23087320301421166,-0.5940305359985231,-0.5403075487604847,-0.13945914710385435,-0.02819915554623381,0.43144754263495094,-0.4252942314897951,0.18680369217576598,0.5849344484654779,0.11247945789679219,0.25367134095013555,0.9120710438570019,1.0,0.46134763595358413,0.7289878779603195,0.9367289429543584,0.4312528150047143,0.9471195902510696,0.6759346759047657
BIO14,-0.0326503728109195,0.005157937184253434,-0.03652864600066267,0.07348258941944098,-0.1249649312028368,0.12509532863947745,0.10998411989083418,-0.0943582037678655,0.029838641603150102,-0.07234562826180854,-0.19530230027063217,0.1246100558930832,0.4034053242937027,0.012085357943017098,0.058150528620103295,-0.4082631560348521,-0.3163976643286644,-0.21551503051523174,-0.19530230027063225,0.26235720351977354,-0.41026032686013236,-0.33668684472362137,0.22721289940098466,-0.13114489819406588,0.16857681424210486,0.5175791095138613,0.46134763595358413,1.0,-0.0259137507533619,0.3715618438912178,0.6684598680953057,0.36740349440560294,0.47050144795736887
BIO15,0.03270476193087421,0.022044591332563656,0.021212779160096448,0.10425820861891888,-0.1886719558163945,0.0468362513509651,-0.010220422390115511,0.02555067090645582,0.1136007323143218,0.13457500192403932,0.04430200786926913,0.11051914287133718,0.5948098640141294,-0.3368068239660483,0.1333731871385688,-0.2798899740691035,-0.2513578889930735,0.09444669296446422,0.044302007869269265,0.2690987389079611,-0.2125801305120872,0.30981104008051413,0.4530355663500707,0.17741959616605088,-0.023226691811421882,0.5023768015332858,0.7289878779603195,-0.0259137507533619,1.0,0.7171371861782395,-0.08324702883923488,0.7444899017947632,0.35387113666404013
BIO16,0.09694003917439355,0.08761646354559911,0.08038787709036495,0.06867669764339725,-0.18597631316594923,0.05890990724532799,0.036568517015178346,-0.042870852715034075,0.1352955339696129,0.01933283562670178,-0.132215606204558,0.1778054537329107,0.9240312775810393,-0.36136990595506446,0.10256664053187375,-0.48777403657494495,-0.4428435333365787,-0.20269875522591785,-0.13221560620455805,0.2545996531387364,-0.3493457761857197,0.13719706307669371,0.5705584084768515,-0.026681340794916557,0.1740042712600389,0.9361068244362772,0.9367289429543584,0.3715618438912178,0.7171371861782395,1.0,0.29843407127716426,0.9868412118264286,0.5816307673641357
BIO17,-0.11741499674508207,-0.03601670769517227,-0.1168828994428008,0.15693909146182686,-0.09253549750983267,0.21804988255890415,0.27946845065456055,0.07845780215294483,-0.06954702216366374,-0.05248091112784518,0.03177101256560647,-0.03104169318117222,0.36452857784253756,0.289118704215688,-0.021365767613910052,-0.16863806070924925,-0.07589999794431998,-0.34754290053283776,0.03177101256560659,0.32217160274654466,-0.27260977478302634,-0.18322902132226684,0.4952248468770946,0.00448899287349886,0.5490926014782337,0.5463627772140427,0.4312528150047143,0.6684598680953057,-0.08324702883923488,0.29843407127716426,1.0,0.3186589937645786,0.7855870767001134
BIO18,0.08595122427796077,0.09518702920715721,0.06596830606635595,0.09736281157014577,-0.19700035489628104,0.07746043087154499,0.06980559142245105,-0.039245060360508455,0.1414890704162304,0.05698789028427892,-0.11517186310055699,0.17114181227008723,0.9172895761375678,-0.3190090720154588,0.12098311235872027,-0.4821089460872793,-0.4283949160576534,-0.1447921012942775,-0.11517186310055703,0.28649214767553255,-0.364501533346948,0.1996376673765329,0.5480674680041421,0.03061396960570152,0.16563462028058548,0.9251395174033943,0.9471195902510696,0.36740349440560294,0.7444899017947632,0.9868412118264286,0.3186589937645786,1.0,0.5860557726211817
BIO19,-0.09771316392157015,-0.043833617118916104,-0.09698694550357288,0.16437670084657563,-0.14713770691404146,0.21740498058402974,0.27698178496440845,0.08199874006673842,-0.04325594047226471,0.010999281111125097,0.13993610214134325,-0.04373689230272347,0.5767177689524307,0.06766902232333703,0.03546003877298347,-0.11646527123354088,-0.03768236241563315,-0.35092006916481294,0.1399361021413432,0.3635911023544725,-0.2190644006588219,-0.008311064018146318,0.7733895380702588,0.08346662318185163,0.5839990878566034,0.7040466314725586,0.6759346759047657,0.47050144795736887,0.35387113666404013,0.5816307673641357,0.7855870767001134,0.5860557726211817,1.0
